duration,protocol_type,service,src_bytes,dst_bytes,flag,wrong_fragment,hot,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,label
0.2632,1,3,74.2533,4.7935,1,0.0,0.0,0.0,351,264,0.9139,0.0692,46,0.2852,1
1.8132,0,2,175.2542,604.7013,0,0.0,1.0,5.0,127,78,0.8288,0.0531,160,0.7697,3
6.6278,0,1,292.7468,761.9095,0,0.0,4.0,7.0,94,96,0.8282,0.0432,66,0.8455,3
0.2418,0,0,52.2623,4.4205,1,0.0,0.0,0.0,382,419,0.9791,0.0435,18,0.2588,1
1.1945,0,2,459.5197,646.5081,2,0.0,2.0,2.0,52,79,0.8032,0.0605,139,0.7008,3
7.5767,0,3,554.5294,5781.6403,0,0.0,0.0,0.0,15,15,0.8547,0.1123,77,0.7563,0
0.387,0,0,73.2917,2.3657,1,1.0,0.0,0.0,257,302,0.8582,0.0684,12,0.1543,1
0.5361,0,3,50.8164,25.1132,2,0.0,0.0,0.0,201,13,0.1589,0.897,16,0.0242,2
0.1141,0,0,17.0831,5.7245,2,0.0,0.0,0.0,255,399,0.9627,0.0907,44,0.3601,1
1.0669,0,1,10.8197,13.9405,1,0.0,0.0,0.0,99,3,0.1429,0.9668,2,0.0505,2
0.9985,1,2,49.9727,19.2771,0,0.0,0.0,0.0,135,3,0.145,0.8421,24,0.118,2
2.3734,0,1,167.9311,459.8408,2,0.0,2.0,4.0,60,108,0.8394,0.0695,168,0.7743,3
4.6829,0,2,172.5623,665.2267,2,0.0,5.0,2.0,43,72,0.9201,0.0466,164,0.8723,3
14.3486,0,0,467.9987,2408.2061,0,0.0,0.0,0.0,8,14,0.9979,0.014,142,0.995,0
0.2806,1,4,63.4817,15.5286,2,0.0,0.0,0.0,228,6,0.2042,0.9488,24,0.1964,2
0.9794,1,3,26.1705,25.7602,3,0.0,0.0,0.0,299,2,0.0963,0.8831,1,0.0221,2
0.1263,0,3,19.1439,9.3653,2,3.0,0.0,0.0,416,451,0.8658,0.0467,10,0.1079,1
1.6064,0,2,495.0051,711.4018,0,0.0,1.0,5.0,115,123,0.8264,0.0741,47,0.9465,3
5.6192,0,1,319.2679,772.7531,0,0.0,1.0,3.0,107,68,0.9834,0.0358,132,0.9496,3
19.7912,1,0,455.2475,2524.8374,0,0.0,1.0,0.0,18,10,0.836,0.0918,74,0.8222,0
0.5788,0,1,289.1414,529.2164,0,0.0,3.0,4.0,80,98,0.8748,0.0244,123,0.9246,3
0.1715,1,0,179.7089,1.5412,2,0.0,0.0,0.0,252,318,0.9626,0.0875,46,0.1781,1
0.1608,0,1,27.6085,0.9605,1,0.0,0.0,0.0,274,1,0.2055,0.9932,15,0.1728,2
6.5924,0,1,171.7352,660.5686,2,0.0,5.0,2.0,79,43,0.9084,0.0319,76,0.7734,3
0.8631,1,2,41.377,17.921,0,0.0,0.0,0.0,156,8,0.2475,0.9329,10,0.1923,2
1.0237,0,2,58.4929,20.018,2,0.0,0.0,0.0,286,11,0.1458,0.9228,3,0.0534,2
1.1472,0,4,54.185,19.2286,1,0.0,0.0,0.0,190,12,0.0267,0.7502,19,0.1235,2
0.3275,0,0,19.8449,29.1304,1,0.0,0.0,0.0,284,10,0.2132,0.786,10,0.0446,2
0.8054,0,0,1469.6949,5119.7626,0,0.0,0.0,0.0,15,14,0.8582,0.0995,120,0.796,0
0.4619,0,0,156.9887,8.2105,1,0.0,0.0,0.0,355,369,0.9711,0.033,23,0.3366,1
0.4134,1,0,7.5164,2.4497,1,1.0,0.0,0.0,267,221,0.9202,0.0502,11,0.3049,1
0.751,0,0,30.6473,15.8691,2,0.0,0.0,0.0,164,8,0.0291,0.8551,15,0.1143,2
35.1509,0,3,447.6116,1627.0577,0,0.0,0.0,0.0,17,14,0.7858,0.0947,144,0.9891,0
0.2305,2,0,28.4404,3.1383,1,0.0,0.0,0.0,404,405,0.9847,0.0331,5,0.1886,1
0.1719,0,0,36.531,1.616,1,1.0,0.0,0.0,274,300,0.9259,0.0555,15,0.1132,1
0.0663,0,0,87.0361,3.1063,1,0.0,0.0,0.0,330,508,0.8716,0.0873,24,0.1365,1
0.4387,0,0,72.5185,0.1544,1,0.0,0.0,0.0,397,487,0.9614,0.0859,33,0.3214,1
1.1711,1,1,50.5458,6.7749,2,0.0,0.0,0.0,173,1,0.1009,0.7609,3,0.1027,2
0.4224,1,0,285.6905,4863.4176,0,0.0,0.0,0.0,14,12,0.9251,0.0588,223,0.7448,0
4.9978,0,0,962.1571,2106.6761,1,0.0,0.0,0.0,12,12,0.9762,0.0836,223,0.8569,0
13.8494,0,1,151.0589,669.2273,1,0.0,3.0,4.0,125,87,0.9199,0.0061,59,0.6858,3
0.2467,1,3,72.2154,4.4717,2,0.0,0.0,0.0,483,416,0.8602,0.0453,48,0.3334,1
0.8969,0,3,30.1192,25.5566,2,0.0,0.0,0.0,175,8,0.242,0.8063,24,0.1653,2
0.0402,0,0,48.5138,8.709,1,0.0,0.0,0.0,314,320,0.9173,0.0293,29,0.2094,1
0.2845,1,0,26.2835,1.9469,3,0.0,0.0,0.0,278,407,0.8584,0.0356,23,0.2208,1
0.0552,1,5,51.8265,23.3053,1,0.0,0.0,0.0,156,10,0.0707,0.9818,11,0.1642,2
0.1818,1,2,25.7856,11.7066,2,0.0,0.0,0.0,147,5,0.2428,0.9127,20,0.0733,2
0.1725,0,0,50.1221,0.7367,1,0.0,0.0,0.0,275,370,0.8549,0.0945,16,0.2582,1
6.3939,0,1,204.43,461.6198,0,0.0,2.0,2.0,35,131,0.9687,0.0811,68,0.7968,3
1.3534,1,3,378.1812,5379.6721,0,0.0,0.0,0.0,14,12,0.881,0.0603,221,0.7719,0
3.6848,0,2,968.4224,3515.8447,0,0.0,0.0,0.0,10,15,0.9673,0.1013,92,0.7817,0
0.2268,0,0,100.6215,5.7566,1,0.0,0.0,0.0,464,436,0.9269,0.0332,7,0.2121,1
0.7138,0,1,37.1407,19.7804,0,0.0,0.0,0.0,222,11,0.2343,0.9053,8,0.09,2
0.3275,0,2,331.3469,410.2791,0,0.0,4.0,5.0,38,92,0.8947,0.0037,156,0.6678,3
0.3998,0,0,183.9348,1.1552,1,0.0,0.0,0.0,321,416,0.981,0.0863,41,0.2443,1
8.4795,0,0,835.1021,5205.6862,0,0.0,0.0,0.0,22,13,0.9764,0.0344,252,0.7752,0
9.0179,2,0,300.863,924.1131,0,0.0,0.0,0.0,12,11,0.8614,0.0032,140,0.7376,0
0.0578,0,5,10.7517,14.0081,0,0.0,0.0,0.0,107,13,0.0593,0.8903,3,0.1646,2
3.5755,0,1,285.7426,716.3112,0,0.0,4.0,4.0,114,125,0.8561,0.0979,181,0.7354,3
0.1786,2,0,40.3618,6.1413,0,0.0,0.0,0.0,390,298,0.965,0.0358,22,0.106,1
0.3942,0,5,2.3057,2.4849,2,0.0,0.0,0.0,313,500,0.961,0.0414,9,0.2001,1
0.7763,0,1,266.7253,760.5985,0,0.0,1.0,7.0,66,72,0.8582,0.0499,130,0.6534,3
0.1192,0,0,374.1504,2.9101,1,0.0,0.0,0.0,298,324,0.8628,0.043,28,0.2171,1
1.0495,0,1,336.6207,494.2202,2,0.0,3.0,3.0,84,32,0.9956,0.0197,160,0.9413,3
1.005,1,1,31.3613,7.8127,1,0.0,0.0,0.0,252,2,0.1161,0.911,6,0.1332,2
0.3131,2,0,64.3142,9.0807,1,0.0,0.0,0.0,373,458,0.8954,0.0949,28,0.2841,1
0.8579,0,1,307.3625,454.5786,0,0.0,4.0,5.0,74,88,0.8106,0.0314,74,0.9099,3
0.3891,0,0,65.657,5.7433,1,0.0,0.0,0.0,366,353,0.8595,0.0784,16,0.1323,1
1.1293,2,1,15.6603,29.2681,2,0.0,0.0,0.0,139,12,0.0349,0.8399,20,0.1946,2
1.2514,1,0,523.5814,6497.1401,1,0.0,0.0,0.0,15,11,0.9845,0.0228,211,0.9635,0
1.4564,1,2,558.6452,5696.3771,0,0.0,0.0,0.0,9,6,0.8449,0.0186,188,0.7536,0
5.1008,0,1,524.5311,696.98,0,0.0,2.0,5.0,58,102,0.8154,0.0028,135,0.6177,3
1.821,0,2,540.226,528.2998,0,0.0,1.0,6.0,136,99,0.8587,0.0453,198,0.758,3
2.1508,0,1,249.7203,642.7794,0,0.0,2.0,4.0,59,85,0.951,0.0618,170,0.6209,3
0.3957,0,1,499.0251,644.1489,0,0.0,3.0,7.0,51,83,0.8459,0.096,157,0.7646,3
0.264,0,1,23.8477,10.8988,1,0.0,0.0,0.0,120,8,0.1276,0.8116,6,0.1526,2
0.1024,2,3,49.2364,4.4498,2,0.0,0.0,0.0,283,5,0.1367,0.8987,8,0.0595,2
2.6395,0,2,334.6427,669.9204,0,0.0,4.0,5.0,46,40,0.9173,0.0362,189,0.8826,3
0.3597,1,0,60.6404,5.036,1,0.0,0.0,0.0,312,246,0.8574,0.0912,39,0.3418,1
0.7122,0,3,48.1561,18.533,2,0.0,0.0,0.0,84,10,0.1079,0.9328,8,0.0968,2
0.9206,1,1,45.4429,16.4438,1,0.0,0.0,0.0,140,6,0.0806,0.8919,10,0.0737,2
0.0644,0,3,30.0884,30.6897,2,0.0,0.0,0.0,138,8,0.0332,0.966,12,0.1893,2
0.2081,0,1,417.5297,235.6771,0,0.0,5.0,2.0,35,44,0.8413,0.0903,85,0.8355,3
0.4569,1,3,140.3975,5.4677,1,0.0,0.0,0.0,306,294,0.8944,0.0691,43,0.1938,1
19.1468,0,1,434.359,355.2626,0,0.0,5.0,4.0,40,134,0.9643,0.0216,172,0.8031,3
0.1077,0,0,89.0098,3.6131,1,0.0,0.0,0.0,292,311,0.9106,0.0021,18,0.2339,1
0.9871,0,1,225.6914,795.4505,0,0.0,2.0,2.0,111,63,0.8996,0.0708,85,0.6693,3
1.0898,1,1,32.4552,9.0724,1,0.0,0.0,0.0,297,7,0.0156,0.9704,2,0.0396,2
3.965,0,1,369.6814,612.5395,0,0.0,2.0,4.0,92,108,0.9377,0.0322,80,0.6104,3
1.0321,0,5,52.6385,7.9695,0,0.0,0.0,0.0,259,12,0.1467,0.8271,22,0.1379,2
1.3133,0,1,365.0818,246.2721,0,0.0,4.0,3.0,131,136,0.8799,0.0594,153,0.9438,3
2.448,0,1,584.4507,770.7143,0,0.0,1.0,2.0,132,138,0.975,0.0134,66,0.7204,3
0.0819,0,5,44.209,5.3823,1,0.0,0.0,0.0,405,457,0.8788,0.0238,30,0.382,1
4.4766,0,1,403.8076,618.5452,0,0.0,1.0,6.0,55,134,0.9597,0.0696,51,0.8703,3
0.934,0,1,186.3344,661.5945,0,0.0,3.0,2.0,48,84,0.9596,0.0814,137,0.6354,3
1.6335,0,2,160.3406,289.9584,1,0.0,4.0,4.0,98,130,0.831,0.0768,171,0.7386,3
3.171,0,2,567.2081,387.3056,0,0.0,1.0,7.0,102,114,0.8532,0.0751,83,0.643,3
0.5343,0,0,59.4386,16.6593,2,0.0,0.0,0.0,212,5,0.0655,0.7508,8,0.1538,2
5.9329,0,2,265.4111,732.119,0,0.0,2.0,6.0,98,39,0.9314,0.0337,134,0.9206,3
0.9597,0,1,20.4832,18.1091,0,0.0,0.0,0.0,207,11,0.0235,0.8878,24,0.1601,2
1.1888,2,3,60.1415,30.2177,2,0.0,0.0,0.0,280,11,0.0646,0.8967,14,0.1828,2
0.2121,0,2,456.8495,635.6774,2,0.0,2.0,5.0,145,114,0.9602,0.0281,158,0.7133,3
0.3249,0,5,2.0894,8.9202,2,0.0,0.0,0.0,311,388,0.8753,0.0674,22,0.3599,1
0.0452,1,5,35.9103,8.8652,1,0.0,0.0,0.0,436,242,0.9989,0.075,40,0.2773,1
0.0972,0,1,60.2464,29.5203,1,0.0,0.0,0.0,104,11,0.2008,0.9831,11,0.0235,2
14.0822,1,2,1098.0746,2347.5499,0,0.0,0.0,0.0,9,9,0.8055,0.1403,175,0.8272,0
0.2675,0,5,10.1133,18.5887,2,0.0,0.0,0.0,163,7,0.0276,0.8378,1,0.13,2
0.0389,0,0,82.1206,1.8342,0,0.0,0.0,0.0,410,253,0.9395,0.0105,11,0.2461,1
1.187,0,0,40.7951,11.3705,1,0.0,0.0,0.0,284,9,0.0958,0.9947,6,0.0246,2
0.2952,0,0,192.5298,5.5633,1,0.0,0.0,0.0,334,257,0.9566,0.0612,5,0.2226,1
0.7195,0,1,250.2415,377.5839,0,0.0,3.0,6.0,44,121,0.8906,0.0283,48,0.6688,3
2.2008,0,1,236.2568,610.3915,0,0.0,4.0,4.0,60,78,0.9782,0.0678,183,0.7282,3
1.749,0,0,355.9462,2088.4579,0,0.0,0.0,0.0,20,5,0.9073,0.0302,173,0.8681,0
1.3783,0,0,230.931,3550.5585,0,0.0,0.0,0.0,12,13,0.7962,0.1129,235,0.7309,0
0.0037,0,3,110.0741,3.2134,1,0.0,0.0,0.0,253,497,0.8796,0.0412,46,0.2387,1
5.3107,0,1,247.2028,248.3339,0,0.0,2.0,7.0,125,91,0.8736,0.0128,184,0.8289,3
0.0751,0,2,32.0847,31.9921,0,0.0,0.0,0.0,275,7,0.1434,0.8051,17,0.1514,2
0.3734,0,0,48.875,3.8984,1,0.0,0.0,0.0,450,439,0.9285,0.0313,39,0.3664,1
0.4881,0,3,38.9456,7.3785,1,0.0,0.0,0.0,246,8,0.0552,0.8425,15,0.0516,2
0.4972,0,0,62.703,8.3577,2,0.0,0.0,0.0,144,4,0.2191,0.9498,23,0.035,2
0.9614,0,0,34.3115,28.825,2,0.0,0.0,0.0,290,10,0.1342,0.8095,15,0.0719,2
7.3981,0,0,1399.6841,4809.4717,0,0.0,0.0,0.0,13,12,0.874,0.0512,202,0.982,0
8.931,0,2,559.8142,416.3647,0,0.0,4.0,7.0,115,57,0.8392,0.0954,46,0.8803,3
0.1016,1,0,20.4162,0.1687,2,0.0,0.0,0.0,496,248,0.8893,0.0667,42,0.2738,1
0.479,0,0,13.2151,7.1071,1,0.0,0.0,0.0,306,364,0.9766,0.0568,44,0.2739,1
14.2426,1,3,1500.2541,5397.8683,0,0.0,0.0,0.0,10,12,0.8018,0.1485,215,0.9921,0
3.2672,0,1,152.5106,621.0357,2,0.0,4.0,6.0,79,78,0.9565,0.0176,175,0.7499,3
0.4346,0,3,149.7376,9.2213,3,0.0,0.0,0.0,338,423,0.958,0.0694,9,0.2938,1
0.2965,0,5,148.8763,3.5949,1,0.0,0.0,0.0,346,204,0.958,0.0883,46,0.2041,1
2.7395,0,2,567.048,267.6032,1,0.0,3.0,3.0,71,45,0.9504,0.0934,151,0.7096,3
0.9343,0,4,48.8963,1.4114,2,0.0,0.0,0.0,146,13,0.1901,0.8016,22,0.1456,2
18.5552,0,3,1540.3465,4658.9482,0,0.0,0.0,0.0,11,14,0.817,0.1458,182,0.848,0
2.9492,0,1,385.2095,330.2209,0,0.0,4.0,4.0,140,106,0.8527,0.0422,162,0.6616,3
0.3164,0,0,25.3936,9.5915,1,0.0,0.0,0.0,404,355,0.8872,0.0213,19,0.2789,1
0.3078,0,0,18.9888,7.0349,2,0.0,0.0,0.0,437,303,0.9023,0.0121,48,0.126,1
20.6236,0,4,351.3929,3209.7477,1,0.0,0.0,0.0,15,11,0.8224,0.0129,120,0.9228,0
4.9702,0,1,168.4184,486.7915,0,0.0,1.0,4.0,97,89,0.8039,0.0796,105,0.6897,3
0.1251,2,5,10.5946,30.2432,1,0.0,0.0,0.0,100,12,0.1484,0.7605,22,0.0243,2
0.1045,0,0,34.5173,3.1067,3,0.0,0.0,0.0,403,257,0.9714,0.0173,26,0.3468,1
0.2497,0,0,30.4655,5.2978,1,0.0,0.0,0.0,433,313,0.8557,0.0505,49,0.2141,1
11.0011,2,0,1422.038,7296.0864,0,0.0,0.0,0.0,10,20,0.9684,0.0323,162,0.8195,0
0.0362,0,3,31.9877,9.2391,3,0.0,0.0,0.0,387,255,0.8901,0.0268,3,0.2205,1
2.7398,0,3,728.5365,2678.9367,0,0.0,0.0,0.0,13,14,0.8709,0.1398,68,0.9967,0
1.0607,0,4,16.1943,29.1315,2,0.0,0.0,0.0,217,7,0.0934,0.9588,10,0.1545,2
16.05,0,2,455.5954,641.0871,0,0.0,1.0,7.0,104,40,0.8699,0.0455,103,0.7622,3
1.0943,0,2,16.8234,11.6554,1,0.0,0.0,0.0,182,5,0.0709,0.879,8,0.1485,2
1.1371,0,0,15.7971,14.3548,1,0.0,0.0,0.0,143,11,0.1921,0.8908,12,0.116,2
1.0055,1,0,39.9512,29.5282,1,0.0,0.0,0.0,293,10,0.0188,0.7914,5,0.1197,2
25.9279,1,1,864.7896,3042.0588,0,0.0,0.0,0.0,12,12,0.837,0.1211,57,0.9512,0
0.4928,0,0,113.3377,7.4829,1,0.0,0.0,0.0,380,224,0.9646,0.0698,6,0.2149,1
1.0488,1,3,50.2347,25.011,2,0.0,0.0,0.0,174,6,0.2376,0.8633,6,0.1854,2
0.2113,0,3,35.3085,7.6757,1,0.0,0.0,0.0,164,4,0.0979,0.8976,24,0.1821,2
0.2223,0,1,502.3489,718.8306,0,0.0,5.0,7.0,137,121,0.8836,0.0399,173,0.7199,3
0.2931,1,0,118.4617,9.4513,1,0.0,0.0,0.0,449,375,0.9915,0.0586,8,0.3729,1
5.0686,0,2,779.35,4179.7961,2,0.0,1.0,0.0,13,16,0.8168,0.0268,166,0.8571,0
4.861,0,0,726.2417,2744.6603,0,0.0,0.0,0.0,15,10,0.7918,0.1207,234,0.8216,0
0.362,1,0,114.1779,4.2527,0,1.0,0.0,0.0,289,324,0.9674,0.0635,9,0.3074,1
0.0154,0,0,45.1286,0.6628,1,0.0,0.0,0.0,449,208,0.907,0.0489,48,0.1538,1
0.1591,1,0,79.4129,3.4881,2,3.0,0.0,0.0,444,429,0.9064,0.0189,16,0.3758,1
6.3399,0,1,502.9096,590.6149,2,0.0,4.0,2.0,110,125,0.9228,0.0235,98,0.8727,3
0.1092,1,3,155.6777,3.5017,2,0.0,0.0,0.0,498,387,0.8955,0.0111,45,0.356,1
0.3689,0,5,219.3336,4.2773,1,0.0,0.0,0.0,460,510,0.8614,0.071,18,0.2647,1
15.9269,1,1,1647.9497,1900.4492,0,0.0,0.0,0.0,10,13,0.7878,0.1228,220,0.8248,0
15.8506,0,4,1224.0521,3286.1795,0,0.0,0.0,0.0,17,10,0.9425,0.0184,123,0.9748,0
4.1102,0,1,168.7611,623.0589,0,0.0,3.0,2.0,143,27,0.8079,0.0065,98,0.9233,3
0.4239,0,0,23.4721,1.0547,1,0.0,0.0,0.0,500,441,0.9585,0.0714,2,0.3212,1
0.2651,0,3,6.4028,2.4704,1,0.0,0.0,0.0,285,510,0.945,0.0844,48,0.1574,1
0.404,0,0,70.0371,7.0361,1,0.0,0.0,0.0,477,500,0.902,0.0971,31,0.3875,1
0.1055,0,3,32.4387,21.6877,1,0.0,0.0,0.0,187,7,0.0613,0.81,8,0.0278,2
0.9072,0,0,649.2014,3697.4371,0,0.0,0.0,0.0,18,9,0.8129,0.037,159,0.9197,0
7.2712,0,2,478.9802,748.6991,1,0.0,2.0,7.0,107,25,0.8114,0.0366,111,0.6527,3
0.2036,0,2,6.0569,5.4153,1,0.0,0.0,0.0,174,6,0.0331,0.8768,9,0.1041,2
1.4076,0,1,156.2467,691.5389,0,0.0,5.0,5.0,113,36,0.9221,0.0253,69,0.8192,3
1.8426,0,0,1169.8278,2608.6696,0,0.0,0.0,0.0,9,11,0.7841,0.0165,50,0.8628,0
0.4067,0,5,5.9806,1.5635,1,0.0,0.0,0.0,430,250,0.9921,0.0422,13,0.1459,1
0.1973,0,0,40.4859,8.3611,2,1.0,0.0,0.0,265,430,0.9685,0.0337,40,0.166,1
0.1878,0,0,49.683,1.9259,1,1.0,0.0,0.0,414,427,0.8855,0.0989,47,0.356,1
0.3587,0,0,45.4946,6.6452,1,0.0,0.0,0.0,453,272,0.9679,0.0409,46,0.3483,1
6.7142,0,1,223.0342,497.3535,0,0.0,1.0,7.0,101,101,0.858,0.0784,112,0.6116,3
4.5594,0,1,176.2091,750.2047,1,0.0,4.0,7.0,51,131,0.9389,0.0791,42,0.6328,3
0.2234,1,0,35.9427,17.4444,1,0.0,0.0,0.0,113,3,0.1143,0.857,10,0.0121,2
0.844,1,0,20.7067,28.8338,1,0.0,0.0,0.0,295,5,0.0108,0.901,14,0.1574,2
0.4524,0,0,35.0346,8.811,1,0.0,0.0,0.0,252,501,0.8985,0.0363,28,0.2437,1
0.4432,0,3,6.7271,7.2488,1,0.0,0.0,0.0,280,12,0.1203,0.788,17,0.1495,2
0.4147,2,0,64.0211,8.9954,1,0.0,0.0,0.0,480,285,0.9193,0.0102,24,0.1545,1
0.0283,0,2,9.4259,13.2859,1,0.0,0.0,0.0,294,9,0.12,0.9873,1,0.0722,2
0.1788,0,0,58.7887,3.5882,1,0.0,0.0,0.0,473,396,0.9162,0.0695,17,0.3791,1
0.2156,2,0,127.6566,9.3311,1,0.0,0.0,0.0,403,202,0.8661,0.0745,3,0.3093,1
0.9046,0,5,9.4481,27.2148,0,0.0,0.0,0.0,295,11,0.2081,0.8246,1,0.1805,2
2.3016,0,5,672.5483,2412.2078,0,0.0,0.0,0.0,11,8,0.7972,0.1354,96,0.9085,0
5.7774,0,2,382.5834,3506.2711,0,0.0,0.0,0.0,11,5,0.8023,0.1474,171,0.9343,0
0.372,1,4,24.9511,17.9229,1,0.0,0.0,0.0,188,10,0.1795,0.8197,13,0.0153,2
7.3509,0,1,449.1206,243.551,0,0.0,3.0,2.0,147,81,0.8484,0.0505,125,0.7326,3
6.426,0,1,463.7799,308.7012,0,0.0,3.0,7.0,149,138,0.8207,0.0254,173,0.9482,3
0.9822,0,1,50.1615,12.6164,2,0.0,0.0,0.0,232,9,0.1013,0.9039,8,0.1975,2
1.0983,0,1,347.2038,575.8098,2,0.0,3.0,3.0,142,123,0.9309,0.0409,86,0.811,3
4.2286,0,2,195.5822,326.234,2,0.0,3.0,7.0,149,80,0.8453,0.0592,51,0.8678,3
6.4397,1,0,645.0795,6083.5491,0,0.0,0.0,0.0,12,11,0.7518,0.0266,61,0.9864,0
1.0454,1,0,8.7642,26.2903,2,0.0,0.0,0.0,202,12,0.0718,0.876,18,0.1807,2
0.4583,0,0,54.7443,4.0132,2,0.0,0.0,0.0,485,396,0.9037,0.0374,29,0.2674,1
41.3519,0,0,664.3305,3332.8386,0,0.0,0.0,0.0,12,8,0.9539,0.0819,132,0.9905,0
0.6583,0,2,28.4551,0.9965,1,0.0,0.0,0.0,269,4,0.1193,0.8388,15,0.0476,2
6.4765,0,2,387.2503,444.1598,0,0.0,2.0,3.0,135,54,0.9231,0.098,151,0.832,3
4.622,0,1,383.9424,764.7613,0,0.0,4.0,4.0,129,32,0.8709,0.098,185,0.718,3
0.8971,0,5,46.1756,24.0234,0,0.0,0.0,0.0,244,8,0.144,0.7608,10,0.1476,2
0.3099,1,0,46.3013,2.7742,1,1.0,0.0,0.0,474,291,0.8697,0.014,17,0.2652,1
1.4641,0,1,307.1203,369.5797,0,0.0,1.0,7.0,98,42,0.975,0.0241,62,0.6918,3
0.3729,0,3,91.32,0.0053,0,0.0,0.0,0.0,414,435,0.9036,0.0777,18,0.3163,1
0.3153,2,0,25.5603,5.0452,1,0.0,0.0,0.0,140,7,0.1033,0.8958,11,0.1033,2
0.6326,0,0,899.3938,8199.0788,0,0.0,0.0,0.0,12,7,0.9628,0.0002,190,0.8924,0
0.2942,1,1,54.1482,23.5866,2,0.0,0.0,0.0,288,11,0.1333,0.9474,14,0.1652,2
0.0807,0,0,45.8973,1.3485,1,0.0,0.0,0.0,380,331,0.9602,0.0231,48,0.304,1
9.5665,0,1,238.5755,771.4787,0,0.0,1.0,4.0,68,89,0.9926,0.0413,84,0.7505,3
12.4407,0,2,1909.8585,3393.584,0,0.0,0.0,0.0,6,16,0.897,0.1357,95,0.7632,0
12.7402,0,0,1612.7314,1869.2502,0,0.0,0.0,0.0,16,9,0.8054,0.0808,165,0.777,0
2.9963,0,2,536.939,767.5024,0,0.0,4.0,6.0,66,77,0.8928,0.0217,85,0.6533,3
0.0353,0,0,161.2711,0.0756,2,0.0,0.0,0.0,402,364,0.9488,0.0589,10,0.3066,1
0.087,1,0,17.5892,11.3462,2,0.0,0.0,0.0,189,14,0.2084,0.9342,11,0.1449,2
0.2491,0,3,42.4552,24.715,1,0.0,0.0,0.0,109,3,0.0541,0.8455,1,0.0287,2
3.0079,1,3,339.6558,1573.3739,0,0.0,0.0,0.0,24,9,0.8733,0.0566,158,0.9832,0
0.584,0,1,19.1845,16.7235,3,0.0,0.0,0.0,196,10,0.0235,0.9944,8,0.1779,2
0.0581,0,4,27.7602,26.1737,0,0.0,0.0,0.0,282,12,0.0356,0.977,9,0.1276,2
26.8169,0,0,1163.0024,2277.1658,0,0.0,0.0,0.0,8,10,0.922,0.0271,69,0.9267,0
43.6623,1,3,277.9598,2515.4551,0,0.0,0.0,0.0,14,8,0.8191,0.0779,170,0.8184,0
4.3381,0,0,457.7357,7248.6295,0,0.0,0.0,0.0,13,12,0.8949,0.1197,239,0.7405,0
0.4202,0,0,68.7125,9.5255,2,0.0,0.0,0.0,418,399,0.9828,0.0977,36,0.1215,1
0.977,0,1,423.0012,671.5027,0,0.0,5.0,2.0,52,59,0.8301,0.0936,53,0.7247,3
0.007,0,3,33.8222,1.5249,1,3.0,0.0,0.0,394,271,0.908,0.0351,4,0.2403,1
0.3037,0,0,133.1566,9.5395,1,0.0,0.0,0.0,372,248,0.9189,0.0746,30,0.2028,1
0.351,0,5,54.6836,3.1787,2,0.0,0.0,0.0,423,237,0.8742,0.0391,46,0.1991,1
0.3635,1,0,185.2021,3.6717,2,0.0,0.0,0.0,457,363,0.9291,0.0187,6,0.2313,1
0.1449,0,0,115.6852,9.5731,1,1.0,0.0,0.0,264,396,0.946,0.0113,12,0.1269,1
23.5581,0,0,676.1415,1444.7365,0,0.0,0.0,0.0,20,13,0.9089,0.0616,145,0.7591,0
0.4185,0,0,34.4851,3.409,3,0.0,0.0,0.0,271,241,0.9441,0.0763,2,0.1189,1
0.1688,0,4,17.6107,22.5545,2,0.0,0.0,0.0,251,9,0.1586,0.9535,13,0.0411,2
0.7474,0,1,39.1742,22.8452,2,0.0,0.0,0.0,199,12,0.0474,0.9829,13,0.1959,2
1.0446,0,1,400.8157,401.5039,1,0.0,3.0,4.0,41,61,0.981,0.0789,55,0.8844,3
0.5808,2,5,51.5025,25.703,2,0.0,0.0,0.0,172,10,0.0811,0.782,23,0.1347,2
31.5132,0,2,618.1467,6229.5875,0,0.0,0.0,0.0,12,11,0.8769,0.1202,201,0.8979,0
0.91,0,2,48.6192,21.1528,1,0.0,0.0,0.0,117,7,0.141,0.9842,18,0.1016,2
5.4411,0,3,1128.945,1922.9815,0,0.0,0.0,0.0,7,9,0.9602,0.0693,254,0.8387,0
42.6096,0,3,568.7707,5135.1374,0,0.0,0.0,0.0,17,7,0.757,0.0876,174,0.9786,0
0.4963,0,0,28.8731,6.4519,1,0.0,0.0,0.0,309,445,0.8831,0.0538,30,0.3775,1
1.1399,1,5,48.134,29.4344,2,0.0,0.0,0.0,108,4,0.1745,0.8433,13,0.127,2
0.231,0,3,109.2885,0.6712,1,0.0,0.0,0.0,289,456,0.9283,0.0247,34,0.2247,1
0.3578,2,1,41.9892,24.8007,3,0.0,0.0,0.0,258,1,0.1815,0.8278,9,0.0578,2
7.2821,0,0,1249.538,4018.2778,0,0.0,0.0,0.0,15,6,0.9682,0.1404,175,0.753,0
0.1494,0,0,18.4961,7.212,1,3.0,0.0,0.0,410,397,0.8941,0.0331,4,0.3824,1
2.8971,0,1,341.3816,486.8189,0,0.0,3.0,6.0,109,133,0.8614,0.0224,179,0.8707,3
